nombre_entidad,nit_entidad,anno_paa,ppto_total,limite_menor_cuantia,limite_minima_cuantia,fecha_cargue,departamento_paa,municipio_paa
TOLIMA  INSTITUCIN EDUCATIVA TCNICA COMERCIAL NIÑA MARA FRESNO,890706682,2022,109380000.0,280000000.0,28000000.0,2022-01-25,Tolima,Fresno
CRDOBA  ALCALDA MUNICIPIO DE PUEBLO NUEVO,800096766-7,2021,254387280.0,25438728.0,86940324483.0,2021-12-23,Córdoba,Pueblo Nuevo
NARIÑO  PERSONERA MUNICIPIO DE LA FLORIDA,814003645,2023,75000000.0,324800000.0,32480000.0,2023-01-31,Nariño,La Florida
HUILA  ALCALDA MUNICIPIO DE TIMAN,891180182-9,2022,28800000.0,28000000.0,28000000.0,2022-10-25,Huila,Timaná
CUNDINAMARCA  IED REPBLICA DE FRANCIA  SAN FRANCISCO,800194979,2023,19946800000.0,274638840.0,27463884.0,2023-02-02,Cundinamarca,San Francisco
ANTIOQUIA  ALCALDA MUNICIPIO DE OLAYA,800026156-5,2022,1831814144.0,280000000.0,28000000.0,2022-01-31,Antioquia,Olaya
  ANTIOQUIA  INSTITUTO PARA LA RECREACION Y EL DEPORTE DEL MUNICIPIO DE SANTA FE DE INDER SANTA FE DE ANTIOQUIA  ,901027478,2021,148726309600.0,231872480.0,23187248.0,2021-02-01,Antioquia,Santafé de Antioquia
BOLVAR  ALCALDA MUNICIPIO DE ARJONA,No Definido-8,2023,79048581126.0,324800000.0,32480000.0,2023-01-30,Bolívar,Arjona
CUNDINAMARCA  INSTITUCIN EDUCATIVA DPTAL PBRO CARLOS GARAVITO A DE GACHANCIP,800054678,2021,298061975.0,254387280.0,25438728.0,2022-01-31,Cundinamarca,Gachancipá
VALLE DEL CAUCA  INSTITUCIN NORMAL SUPERIOR MARA INMACULADA CAICEDONIA,890000711,2021,115561000.0,0.0,0.0,2021-01-23,Valle del Cauca,Caicedonia
CRDOBA  ALCALDA MUNICIPIO DE SAN ANTERO,800096781-5,2023,0.0,326000000.0,32600000.0,2023-01-31,Córdoba,San Antero
  CALDAS  AGUAS DE LA MIEL SA ESP  NORCASIA  ,810006753,2021,343220000.0,248437800.0,4140630.0,2021-02-01,Caldas,Norcasia
  SUCRE  EMPRESA DE SERVICIOS PUBLICOS LOS PALMITOS EMPAL SA E'SP  ,900292686-3,2022,433846485.0,0.0,0.0,2022-02-03,Sucre,Los Palmitos
 ^ SANTANDER  CONCEJO MUNICIPIO DE FLORIDABLANCA  ,804011758,2021,1045697413.0,254387280.0,25438728.0,2021-09-03,Santander,Floridablanca
  ANTIOQUIA  ALCALDA MUNICIPIO DE ITUANGO  ,890980093-8,2022,2208215420318.0,280000000.0,28000000.0,2022-01-28,Antioquia,Ituango
CHOC  ALCALDA MUNICIPIO DE BAJO BAUD,No Definido,2022,34839579909.0,280000000.0,28000000.0,2022-01-31,Chocó,Bajo Baudó/Pizarro
QUINDO  INSTITUCIN EDUCATIVA POLICARPA SALAVARRIETA  QUIMBAYA,800004624-7,2022,16317970461.0,450000000.0,45000000.0,2022-07-30,Quindío,Quimbaya
BOLVAR  PERSONERA MUNICIPIO DE SAN CRISTOBAL,806002514-9,2021,27500000.0,254387280.0,25438728.0,2021-01-30,Bolívar,San Cristóbal
BOYAC  ALCALDA MUNICIPIO DE SUTATENZA,800028576,2022,0.0,0.0,28000000.0,2022-01-31,Boyacá,Sutatenza
HUILA  INSTITUCI:N EDUCATIVA PROMOCIN SOCIAL DE NEIVA,891180032-2,2021,52289446708.0,254387280.0,25438728.0,2021-11-12,Huila,Neiva
ANTIOQUIA  ALCALDA MUNICIPIO DE TARSO,891180211-1,2023,17005700622.0,324800000.0,32480000.0,2023-01-26,Antioquia,Tarso
ATLNTICO  INSTITUCIN CULTURAL LAS MALVINAS  BARRANQUILLA,802007643,2021,131660000.0,27255780.0,18170520.0,2021-01-26,Atlántico,Barranquilla
GUAVIARE  INSTITUCIN EDUCATIVA LA CARPA  SAN JOS DEL GUAVIARE,900274587,2023,50000000.0,324800000.0,32480000.0,2023-01-31,Guaviare,San José del Guaviare
META  PERSONERA MUNICIPIO PUERTO RICO,822001996,2023,165390000.0,324800000.0,32480000.0,2023-01-13,Meta,Puerto Rico
  TOLIMA  INSTITUCIN EDUCATIV&A SANTA MARTA  COYAIMA  ,809001075-7,2022,50140000.0,280000000.0,28000000.0,2022-01-20,Tolima,Coyaima
  CESAR  REA METROPOLITANA DE VALLEDUPAR  ,900187817,2021,0.0,0.0,0.0,2021-05-31,Cesar,Valledupar
VALLE DEL CAUCA  ALCALDA MUNICIPIO DE ALCAL,800099455-5,2023,2499379041.0,324800000.0,32480000.0,2023-01-31,Valle del Cauca,Alcalá
BOGOT DC  IED VILLEMAR EL CARMEN,No Definido,2022,293166826.0,280000000.0,28000000.0,2022-01-24,Bogotá D.C.,Bogotá D.C.
HUILA   EMPRESAS PUBLICAS EL HOBO SA ESP  HOBO,900189880-4,2022,136613085.0,0.0,0.0,2022-01-29,Huila,Hobo
CALDAS  INSTITUCIN EDUCATIVA ELIAS MEJA ANGEL  PCORA,810001508,2022,30570000.0,280000000.0,28000000.0,2022-01-31,Caldas,Pácora
CUNDINAMARCA  ALCALDA MUNICIPIO DE SAN ANTONIO DEL TEQUENDAMA,892200312-8,2023,18137417126.0,31122023.0,3248000000.0,2023-02-20,Cundinamarca,San Antonio del Tequendama
  CESAR  INSTITUCION EDUCATIVA FRANCISCO MOLINA SANCH@EZ  VALLEDUPAR  ,824000411,2022,161500000.0,161500000.0,161500000.0,2022-02-14,Cesar,Valledupar
NARIÑO  INSTITUCIN EDUCATIVA RURAL EL EMPALME  IPIALES,846003583-5,2021,61210990.0,254387280.0,25438728.0,2021-04-30,Nariño,Ipiales
SUCRE  INSTITUCION EDUCATIVA EL MAMON  CAIMITO,900109171-0,2022,0.0,0.0,0.0,2022-02-06,Sucre,Caimito
SANTANDER  ALCALDA MUNICIPIO DE SAN JOAQUN,890920814-5-3,2022,2476837838.0,280000000.0,2800000000.0,2022-11-23,Santander,San Joaquín
CUNDINAMARCA  INSTITUCIN EDUCATIVA RURAL DEPARTAMENTAL NACIONALIZADO TUDELA  PAIME,832005210-3,2022,72393538.0,231872480.0,23187248.0,2023-02-04,Cundinamarca,Paime
BOYAC  PERSONERA MUNICIPIO DE ARCABUCO,820000014,2023,8278728.0,32480000.0,3248000.0,2023-01-27,Boyacá,Arcabuco
VAUPS  GOBERNACIN,845000021,2021,0.0,0.0,0.0,2021-12-30,Vaupés,Mitú
BOYAC  CONCEJO MUNICIPIO DE SABOYA,800028517-1-0,2022,0.0,0.0,0.0,2022-07-22,Boyacá,Saboyá
"CUNDINAM""ARCA  ALCALDA MUNICIPIO DE GUACHET",899999362-3,2023,52423000.0,324800000.0,32480000.0,2023-07-31,Cundinamarca,Guachetá
SANTANDER  CONCEJO MUNICIPIO DE VLEZ,804013068-7,2022,13200000.0,245784840.0,24578484.0,2022-01-13,Santander,Vélez
VALLE DEL CAUCA  ALCALDA MUNICIPIO DE BUGALAGRANDE,891380033-5-6,2023,47442040482.0,324800000.0,32480000.0,2023-01-31,Valle del Cauca,Bugalagrande
ANTIOQUIA  ALCALDA MUNICIPIO DE CONCORDIA,890983718-6,2023,33763342546.0,324800000.0,32480000.0,2023-01-30,Antioquia,Concordia
HUILA  ESE MUNICIPAL MANUEL CASTRO TOVAR  PITALITO,813005295,2022,14713436000.0,300000000.0,20000000.0,2022-08-08,Huila,Pitalito
SANTANDER  EMPRESA DE SERVICIOS PBLICOS DOMICILIARIOS DE ACUEDUCTO ALCANTARILLADO Y SANEAMIENTO BSICO ESPUSATO ESP,800062402-0,2022,2548068904.0,1000000000.0,100000000.0,2022-01-31,Santander,Sabana de Torres
SANTANDER  ALCALDA MUNICIPIO DE BARICHARA,890980445-7-6,2022,1637852994483.0,254387280.0,25438728.0,2022-12-30,Santander,Barichara
CUNDINAMARCA  ALCALDA MUNICIPIO DE UBAL,899999385,2021,6119029208333.0,280000000.0,28000000.0,2022-01-29,Cundinamarca,Ubalá
NARIÑO  ALCALDA MUNICIPIO DE CUMBITARA,800099072,2023,2033636535.0,324800000.0,32480000.0,2023-09-08,Nariño,Cumbitara
TOLIMA  ASOCIACIN DE RESGUARDOS INDGENAS PACANDE ARIP  NATAGAIMA,900911377,2023,30634666746.0,324800000.0,32480000.0,2023-03-17,Tolima,Natagaima
  ANTIOQUIA  ESE HOSPITAL SAN JUAN DEL SUROESTE  HISPANIA  ,800068653,2021,138000000.0,0.0,0.0,2021-02-18,Antioquia,Hispania
BOYAC  CONCEJO MUNICIPIO DE SAN JOS DE PARE,820000821,2022,30896906.0,28000000.0,28000000.0,2022-01-31,Boyacá,San José de Pare
CUNDINAMARCA  INSTITUCIN EDUCATIVA RURAL DEPARTAMENTAL CUIBUCO  SAN CAYETANO,900051707-9,2022,23204155.0,312808150.0,31280816.0,2022-01-31,Cundinamarca,San Cayetano
LA GUAJIRA  PERSONERA MUNICIPIO DE URIBIA,825001383-5,2023,183876415.0,324800000.0,32480000.0,2023-01-31,La Guajira,Uribia
SANTANDER  ALCALDA MUNICIPIO DE SAN VICENTE CHUCUR,80099.829-6,2022,40862457527.0,28000000.0,280000000.0,2023-01-04,Santander,San Vicente de Chucurí
QUINDO  INSTITUCIN EDUCATIVA NUESTRA SEÑORA DE BELEN  ARMENIA,800043820,2021,109255374.0,254387280.0,25438728.0,2021-07-27,Quindío,Armenia
ATLNTICO  COLEGIO COMUNITARIO DISTRITAL PABLO NERUDA  BARRANQUILLA,802001425,2022,156500000.0,280000000.0,28000000.0,2022-01-27,Atlántico,Barranquilla
SANTANDER  COLEGIO NUESTRA SEÑORA DE LA SALUD,800082051-2,2021,55980000.0,245784840.0,24578484.0,2021-02-10,Santander,Páramo
RISARALDA  CONCEJO MUNICIPIO DE QUINCHA,891480032-7-0,2023,10897956.0,364169680.0,36416968.0,2023-01-27,Risaralda,Quinchía
BOGOT DC  IED RAMON DE ZUBIRIA,No Definido,2022,586252446.0,28000000.0,20000000.0,2022-06-30,Bogotá D.C.,Bogotá D.C.
NARIÑO  CONCEJO MUNICIPIO DE TAMINANGO,814005520,2023,36800000.0,324800000.0,32480000.0,2023-01-30,Nariño,Mosquera
BOGOT DC  IED JORGE SOTO DEL CORRAL,No Definido-2,2022,115292000.0,28000000.0,20000000.0,2022-01-31,Bogotá D.C.,Bogotá D.C.
ANTIOQUIA  ESE HOSPITAL LA MISERICORDIA DE YAL,890982162-2,2020,880900000.0,245784840.0,24578484.0,2020-07-27,Antioquia,Yalí
SUCRE  CENTRO EDUCATIVO SITIO NUEVO  MAJAGUAL,900044493-0,2022,11285000.0,280000000.0,28000000.0,2022-04-18,Sucre,Majagual
BOLVAR  INSTITUCIN EDUCATIVA TCNICA  AGROPECUARIA LOS NISPEROS  ACH,806013350-3,2022,38885200.0,254387280.0,25438728.0,2022-03-16,Bolívar,Achí
RISARALDA  ESE HOSPITAL SAN JOS DE BELN DE UMBRA,No Definido,2021,6966705000.0,290728320.0,290728320.0,2021-07-09,Risaralda,Belén de Umbría
  BOYAC  PERSONERA MUNICIPIO DE TOTA * ,900265531-8,2020,5408000.0,20656760.0,20656076.0,2020-10-07,Boyacá,Tota
BOYAC  ESE HOSPITAL SAN VICENTE DE RAMIRIQU,891800644,2022,4479273532.0,500000000.0,30000000.0,2022-02-01,Boyacá,Ramiriquí
CUNDINAMARCA  ALCALDA MUNICIPIO DE MACHET,890980958-3,2022,9838673781.0,254387280.0,25438728.0,2022-01-28,Cundinamarca,Macheta
CRDOBA\  INSTITUCIN EDUCATIVA SANTA MARA GORETTI  MONTERA,812000552-2,2021,247558429.0,254387280.0,25438728.0,2021-12-29,Córdoba,Montería
CALDAS  INSTITUCION EDUCATIVA FILADELFIA,800011342,2022,66500000.0,280000000.0,28000000.0,2022-01-31,Caldas,Filadelfia
  CUNDINAMARCA  ALCALDA MUNICIPIO DE PULI  ,890201190-3-6,2023,8181056774.0,32479999999.0,32480000.0,2023-09-04,Cundinamarca,Pulí
CUNDINAMARCA  ALCALDA MUNICIPIO DE MEDINA,890905211-1,2023,9195813920.0,324800000.0,32480000.0,2023-07-18,Cundinamarca,Medina
TOLIMA  ALCALDA MUNICIPIO DE RONCESVALLES,890700911,2021,0.0,254387280.0,25438728.0,2021-07-30,Tolima,Roncesvalles
CUNDINAMARCA  PERSONERA MUNICIPAL DE ANAPOIMA,890680097,2023,77500000.0,3248000000.0,3248000000.0,2023-01-31,Cundinamarca,Anapoima
TOLIMA  PERSONERIA MUNICIPAL DE LIBANO,809000778,2023,91260000.0,324800000.0,32480000.0,2023-08-29,Tolima,El Líbano
BOYAC  CONCEJO MUNICIPAL DE BUENAVISTA,901479809,2023,36500000.0,44800000.0,44800000.0,2023-01-31,Boyacá,Buenavista
BOGOT DC  IED COLEGIO ORLANDO FALS BORDA,830070038,2022,256923021.0,28000000.0,20000000.0,2022-01-27,Bogotá D.C.,Bogotá D.C.
CUNDINAMARCA  ALCALDA MUNICIPIO DE PAIME,800096610-7-5,2021,736242519632.0,245784840.0,24578484.0,2021-01-29,Cundinamarca,Paime
  CUNDINAMARCA  INSTITUCIN EDUCATIVA DEPARTAMENTAL SAN NICOLAS  SASAIMA  ,899999380,2023,81516136.0,231872480.0,23187248.0,2023-07-31,Cundinamarca,Sasaima
ANTIOQUIA  ESE HOSPITAL SAN RAFAEL DE VENECIA,890980367,2022,1397557946.0,350000000.0,50000000.0,2022-01-25,Antioquia,Venecia
CUNDINAMARCA  PERSONERA MUNICIPIO DE SIMIJCA,899999384-2,2021,6596472.0,254387280.0,25438728.0,2021-02-10,Cundinamarca,Simijaca
CAUCA  ALCALDA MUNICIPIO DE CORINTO,800035024-1-4,2023,0.0,0.0,0.0,2023-01-19,Cauca,Corinto
GUAVIARE  INSTITUCIN EDUCATIVA FRANCISCO DE PAULA SANTANDER  MIRAFLORES,900298565,2023,115000000.0,324800000.0,32480000.0,2023-01-31,Guaviare,San José del Guaviare
SANTANDER  PERSONERA MUNICIPIO DE GUAPOTA,890204979-0,2021,6000000.0,254387280.0,25438728.0,2021-12-09,Santander,Guapotá
ANTIOQUIA  ALCALDA MUNICIPIO DE VENECIA,800100144-3-5,2021,63725617434.0,254387280.0,25438728.0,2021-01-31,Antioquia,Venecia
BOGOT DC  IED FRIEDRICH NAUMANN,No Definido,2022,218177154.0,254387280.0,25438728.0,2022-01-24,Bogotá D.C.,Bogotá D.C.
BOLVAR  INSTITUCIN EDUCATIVA DE EVITAR  MAHATES,806014388,2021,49130000.0,254387280.0,25438728.0,2021-01-31,Bolívar,Mahates
CUNDINAMARCA  INSTITUTO DEL DEPORTE Y LA RECREACIN DE CHOCONTA,832002423,2023,250750000.0,324800000.0,32480000.0,2023-01-11,Cundinamarca,Chocontá
  VICHADA  ALCALDA MUNICIPIO DE PUERTO C#ARREÑO  ,800229887-2-2,2022,28231774172.0,280000000.0,28000000.0,2022-12-12,Vichada,Puerto Carreño
VALLE DEL CAUCA  INSTITUCIN EDUCATIVA HERNANDO LLORENTE ARROYO  RIOFRO,821002935,2021,64031306.0,254387280.0,25438728.0,2021-01-31,Valle del Cauca,Riofrío
  TOLIMA  INSTITUCIN EDUCATIVA LUIS CARLOS GAL@N SARMIENTO  HONDA  ,890706623-5,2021,90859104.0,254387280.0,25438728.0,2021-11-05,Tolima,Honda
SUCRE  IMDER INSTITUTO MUNICIPAL DE DEPORTE Y RECREACIN  SAN MARCOS,823003305-4,2021,0.0,0.0,0.0,2021-01-29,Sucre,San Marcos
NARIÑO  INSTITUCIN EDUCATIVA TCNICA MARA AUXILIADORA  GUAITARILLA,814001404-2,2022,76451609.0,850000000.0,85000000.0,2022-01-28,Nariño,Guaitarilla
BOYAC  ESE CENTRO DE SALUD ARCABUCO,820003382,2022,424700000.0,100000000.0,0.0,2022-01-31,Boyacá,Arcabuco
BOYAC  CONCEJO MUNICIPIO DE SOTAQUIR,891801061-1-1,2021,34600000.0,254387280.0,25438728.0,2021-01-31,Boyacá,Sotaquirá
  C[ALDAS  HOSPITAL SAN FLIX DE LA DORADA  ,No Definido-2,2022,28343075723.0,20000000.0,2000000.0,2021-12-29,Caldas,La Dorada
ATLNTICO  PERSONERA MUNICIPIO DE SOLEDAD,802000218-1,2021,961000000.0,254387280.0,25438728.0,2021-01-04,Atlántico,Soledad
CAQUET  ALCALDA MUNICIPIO DE EL DONCELLO,800095760,2022,2885573166300.0,28000000000.0,2800000000.0,2023-01-05,Caquetá,El Doncello
CASANARE  FONDO DE FOMENTO AGROPECUARIO Y MICROEMPRESARIAL DE AGUAZUL,900025341-2,2022,154733315500.0,280000000.0,28000000.0,2022-11-29,Casanare,Aguazul
CASANARE  ALCALDA MUNICIPIO DE TAMARA,800099431,2023,115000000.0,280000000.0,28000000.0,2023-01-02,Casanare,Támara
NARIÑO  ALCALDA MUNICIPIO DE LA FLORIDA,800099100,2023,11687321432.0,324800000.0,32480000.0,2023-01-30,Nariño,La Florida
CUNDINAMARCA  INSTITUCIN EDUCATIVA MUNICIPAL FRANCISCO JOS DE CALDAS  FUSAGASUG,808000563-6,2022,80655937.0,450000000.0,45000000.0,2022-11-16,Cundinamarca,Fusagasugá
  BOGOT DC  IED CAMPESTRE MONTE VERDE  ,No Definido-6,2021,214398000.0,254387280.0,25438728.0,2021-01-25,Bogotá D.C.,Bogotá D.C.
VALLE DEL CAUCA  ALCALDA MUNICIPIO DE BUENAVENTURA,890503483-2,2022,15884747139345.0,650000000.0,65000000.0,2023-01-06,Valle del Cauca,Buenaventura
META  PERSONERA MUNICIPIO DE FUENTE DE ORO,822002476,2021,1800000.0,254387280.0,25438728.0,2021-01-26,Meta,Fuente de Oro
HUILA  PERSONERA MUNICIPIO DE GARZN,813003772,2022,3941666600.0,28000000000.0,2800000000.0,2022-01-27,Huila,Garzón
BOGOT DC  IED COLEGIO DIEGO MONTAÑA CULLAR,No Definido,2021,259259608.0,245784840.0,24578484.0,2021-02-04,Bogotá D.C.,Bogotá D.C.
  VALLE DEL CAUCA  INSTITUCIN EDUCATIVA VICENTE BORRERO COSTA  CALI  ,800200618,2022,183481500.0,0.0,0.0,2022-01-19,Valle del Cauca,Cali
SANTANDER  ALCALDA MUNICIPIO DE .CURITI,800099489-9,2022,1181022144178.0,280000000.0,28000000.0,2022-12-29,Santander,Curití
BOLVAR  ALCALDA MUNICIPIO DE SAN ESTANISLAO,891801282-0,2022,28315195452.0,280000000.0,2800000.0,2022-01-31,Bolívar,San Estanislao de Kostka
HUILA  CONCEJO .MUNICIPIO DE VILLAVIEJA,891180187-2,2021,4366780000.0,0.0,0.0,2021-05-21,Huila,Villavieja
BOGOT DC  IED FABIO LOZANO SIMONELLI,No Definido,2021,223400000.0,18170520.0,25438728.0,2021-01-22,Bogotá D.C.,Bogotá D.C.
CUNDINAMARCA  EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD CUCUNUB,832010240-1,2022,0.0,0.0,0.0,2022-01-31,Cundinamarca,Cucunubá
PUTUMAYO  INSTITUCION EDUCATIVA SUCRE  COLON,800213629-8,2022,107408000.0,107408000.0,20000000.0,2022-01-26,Putumayo,Colón
VALLE DEL CAUCA  INSTITUCIN EDUCATIVA JORGE ISAAC,891380159-0,2022,160000000.0,280000000.0,28000000.0,2022-01-30,Valle del Cauca,Dagua
PUTUMAYO  INSTITUCIN EDUCATIVA RURAL LEONIDAS NORZAGARAY,846000592,2021,83000000.0,254387280.0,25438728.0,2021-01-05,Putumayo,Puerto Leguízamo
PUTUMAYO  INSTITUCIN EDUCATIVA RURAL ALBERTO LEN ROJAS  COLN,846002238-0,2021,0.0,0.0,0.0,2021-01-27,Putumayo,Colón
ANTIOQUIA  ESE HOSPITAL SAN RAFAEL DE ITAGU,890980066-0,2021,0.0,0.0,0.0,2021-07-30,Antioquia,Itagüí
HUILA  ALCALDA MUNICIPIO DE IQUIRA,800099095-7-8,2021,5088110972.0,254387280.0,25438728.0,2021-12-21,Huila,Iquira
HUILA  PERSONERA MUNICIPIO DE TESALIA,800097176-6-3,2020,6300000000.0,231872480.0,23187248.0,2020-01-29,Huila,Tesalia
BOGOT DC  IED GUSTAVO MORALES MORALES,No Definido-3,2022,259876825.0,280000000.0,28000000.0,2022-07-29,Bogotá D.C.,Bogotá D.C.
BOGOT DC  IED EL PARASO DE MANUELA BELTRN,No Definido-0,2023,322964130.0,324800000.0,32480000.0,2023-08-17,Bogotá D.C.,Bogotá D.C.
LA GUAJIRA  ALCALDA MUNICIPIO DE VILLANUEVA,892115198,2022,2251001283995.0,280000000.0,28000000.0,2022-01-31,La Guajira,Villanueva
CESAR  EMPRESA DE SERVICIOS PUBLICOS DE AGUST*IN CODAZZI EMCODAZZI ESP  AGUSTIN CODAZZI,800118095,2022,0.0,0.0,0.0,2022-02-15,Cesar,Agustín Codazzi
NARIÑO  ALCALDA MUNICIPIO DE LA UNIN,800099102,2022,19343123091.0,280000000.0,28000000.0,2022-12-16,Nariño,La Unión
BOGOT DC  IED ANTONIO VILLAVICENCIO,No Definido,2023,227443483.0,324800000.0,32480000.0,2023-06-23,Bogotá D.C.,Bogotá D.C.
  NARIÑO  IN}STITUCIN EDUCATIVA SANTA CRUZ  POLICARPA  ,900910718-6,2021,20223544.0,254387280.0,25438728.0,2021-01-27,Nariño,Policarpa
ATLNTICO  CENTRO DE EDUCACIN BSICA N103  BARRANQUILLA,802006867-5,2021,51083000.0,27255260.0,18170520.0,2021-01-29,Atlántico,Barranquilla
META  INSTITUCIN EDUCATIVA SILVIA APONTE CARNIZALES  VILLAVICENCIO,900826511-7,2022,90930653.0,280000000.0,28000000.0,2022-01-31,Meta,Villavicencio
CUNDINAMARCA  ALCALDA MUNICIPIO DE LA MESA,890802795-3-6,2022,598856796257.0,280000000.0,28000000.0,2023-02-01,Cundinamarca,La Mesa
META  CENTRO EDUCATIVO DE CUBARRAL,822006427-9,2023,20189243.0,324800000.0,23200000.0,2023-01-31,Meta,Cubarral
TOLIMA  INSTITUCIN EDUCATIVA MARA INMACULADA  FLANDES,809002576,2023,56485000.0,324800000.0,32480000.0,2023-01-31,Tolima,Flandes
BOGOT DC  IED MARCO ANTONIO CARREÑO SILVA,No Definido,2022,115033647.0,115033647.0,115033647.0,2022-02-25,Bogotá D.C.,Bogotá D.C.
ATLNTICO  INSTITUCIN EDUCATIVA SOFIA CAMARGO DE LLERAS  BARRANQUILLA,890107327,2022,183788000.0,280000000.0,28000000.0,2022-01-28,Atlántico,Barranquilla
TOLIMA  INSTITUCIN EDUCATIVA COLEGIO DE SAN SIMON,890700684-3,2021,495520527.0,254387280.0,25438728.0,2021-07-31,Tolima,Ibagué
GUAVIARE  ALCALDA MUNICIPIO DE EL RETORNO,800191427-4,2022,598255282489.0,280000000.0,28000000.0,2022-12-09,Guaviare,El Retorno
VALLE DEL CAUCA  IE GABRIEL GARCA MRQUEZ  YUMBO,900929993,2022,152926028.0,450000000.0,45000000.0,2022-12-29,Valle del Cauca,Yumbo
  BOLVAR  IN?STITUTO MUNICIPAL DE DEPORTE Y RECREACIN  SAN ESTANISLAO DE KOSTKA  ,806005697,2023,170589000.0,324800000.0,32480000.0,2023-01-31,Bolívar,San Estanislao de Kostka
CUNDINAMARCA  INSTITUCIN EDUCATIVA MUNICIPAL TCNICA DE ACCIN COMUNAL,808000332,2023,179610690.0,522000000.0,52200000.0,2023-05-15,Cundinamarca,Fusagasugá
TOLIMA  INSTITUCIN EDUCATIVA GABRIELA MISTRAL,809009531,2021,260273289.0,254387280.0,25438728.0,2021-01-31,Tolima,Melgar
RISARALDA  INSTITUCIN EDUCATIVA LORENCITA VILLEGAS,891401388-7,2021,141955965.0,18170520.0,14195596.0,2021-01-30,Risaralda,Santa Rosa de Cabal
BOGOT DC  COLEGIO EL MINUTO DE BUENOS AIRES IED,830099090,2022,136721728.0,280000000.0,28000000.0,2022-01-24,Bogotá D.C.,Bogotá D.C.
ATLNTICO  INSTITUCIN EDUCATIVA TCNICA INDUSTRIAL Y COMERCIAL DE SOLEDAD,802002042,2022,143286511.0,280000000.0,28000000.0,2023-05-17,Atlántico,Soledad
  BOGOT DC  IED COLEGIO DE LA BICI  ,901371313,2022,58815450.0,280004200.0,28000420.0,2022-01-30,Bogotá D.C.,Bogotá D.C.
BOYAC  INSTITUCIN EDUCATIVA ANTONIO JOS SANDOVAL GOMEZ,800128291-9,2022,40209624875.0,280000000.0,20000000.0,2022-01-31,Boyacá,Tunja
  ANTIOQ/UIA  INSTITUTO DE CULTURA RECREACIN Y DEPORTES DE ITAG  ,901.364.194-0,2021,11394961831.0,254387280.0,25438728.0,2021-01-28,Antioquia,Itagüí
TOLIMA  INSTITUCIN EDUCATIVA SIMN BOLVAR  CHAPARRAL,900063037-0,2021,66005110.0,254387280.0,25438728.0,2021-09-07,Tolima,Chaparral
ANTIOQUIA  ALCALDA MUNICIPIO DE GMEZ PLATA,890204802-9,2021,14000000.0,254387280.0,25438728.0,2021-02-01,Antioquia,Gómez Plata
  ATLNTICO  INSTITUCIN EDUCATIVA TCNICA INDUSTRIAL DE SABANALARGA  ,802000557,2022,228245455.0,28000000.0,20000000.0,2022-04-18,Atlántico,Sabanalarga
TOLIMA  ALCALDA MUNICIPIO DE CUNDAY,800100052,2022,8428238537.0,280000000.0,28000000.0,2023-01-16,Tolima,Cunday
META  PERSONERA MUNICIPIO DE EL CASTILLO,892099278,2021,1135000.0,254387250.0,25438728.0,2021-01-26,Meta,El Castillo
NORTE DE SANTANDER  CONCEJO MUNICIPIO DE CUCUTILLA,800013237-7,2021,21246715.0,172480000.0,0.0,2021-02-10,Norte De Santander,Cucutilla
ANTIOQUIA  ALCALDA MUNICIPIO DE AMALFI,890981732-0,2022,44129160572.0,280000000.0,28000000.0,2022-01-30,Antioquia,Amalfi
  TOLIMA  PERSONERA MUN^ICIPIO DE ESPINAL  ,809000069-0,2022,11160000.0,280000000.0,28000000.0,2022-01-31,Tolima,El Espinal
  ]CUNDINAMARCA  INSTITUCIN EDUCATIVA EL BOSQUE  SOACHA  ,832002911,2021,336807249.0,28000000.0,28000000.0,2022-01-31,Cundinamarca,Soacha
SANTANDER  COLEGIO MANUELA BELTRN  GUAPOT,800068675-2,2021,22600000.0,254387280.0,25438728.0,2021-02-05,Santander,Socorro
LA GUAJIRA  PERSONERA MUNICIPIO DE DE DISTRACCIN,825000480,2021,16700014.0,254387280.0,25438728.0,2021-04-15,La Guajira,Distracción
SANTANDER  |CONCEJO MUNICIPIO DE LA PAZ,890205308,2022,10400000.0,280000000.0,28000000.0,2022-01-28,Santander,La Paz
TOLIMA  INSTITUCIN EDUCATIVA TCNICA LOS ANDES  PLANADAS,800042845-1,2022,205575000.0,280000000.0,28000000.0,2022-11-08,Tolima,Planadas
HUILA  ALCALDA MUNICIPIO DE GIGANTE,890000864-6-4,2023,32254172046.0,0.0,0.0,2023-01-25,Huila,Gigante
CESAR  EMPRESAS DE< SERVICIOS PBLICOS DEL MUNICIPIO DE MANAURE,824003760,2022,365800000.0,600000001.0,600000000.0,2022-02-01,Cesar,Manaure Balcon del Cesar
BOGOT DC  IED COLEGIO NICOLS GMEZ DVILA,No Definido-0,2022,242880000.0,280000000.0,28000000.0,2022-01-24,Bogotá D.C.,Bogotá D.C.
BOYAC  INSTITUTO TERMAL DE PAIPA,826000214,2021,854600000.0,254387280.0,25438728.0,2021-01-29,Boyacá,Paipa
SANTANDER  CONCEJO MUNICIPIO DE CHARALA,890205063-4-7,2022,7593993.0,193047400.0,19304740.0,2022-01-31,Santander,Charalá
BO!GOT DC  IED REPUBLICA DE CHINA,No Definido-7,2021,344288632.0,254387280.0,25438728.0,2021-04-23,Bogotá D.C.,Bogotá D.C.
